wl,xyln1b,fchi1b,xyln2b,xyln3b,anom1b,anom2b,atki1b,atki2b,fchi2b,gray1b,gray2b,mcla1b,rayn1b,rayn2b,rpan1b,rpmm1b,rpmt1b,aurs2b,aurs1b,clor1b,clor2b,conc1b,conc2b,hirs1b,hirs2b,prsi1b,prsi2b,prsi3b,mclm1b,mclm2b,narm1b,narm2b,smgd1b,smgd2b,pali1b,pali2b,ocul1b,ocul2b,tars1b,vrid1b,vrid2b,opal1b,rose1b,lats1b,lats2b,pvul1b,pvul2b,ecry1b,ecry2b,poro1b,poro2b,ppsi1b,ppsi2b,tars2b,oliv2b,oliv1b
300,1.7275,0.113125,0.013125,-0.001875,1.8025,1.0225,0.800625,0.16,0.43625,0.208125,0.13875,0.113125,0.843125,1.0775,0.369375,0.58,0.91625,1.005,1.025,1.79125,0.61375,2.6725,1.800625,1.440625,1.29375,0.115,0.10125,0.109375,0.360625,0.40875,0.62625,0.844375,0.973125,0.645,0.5625,0.616875,1.595625,1.52625,0.803125,1.178125,0.1825,1.3875,0.848125,0.6525,0.731875,1.37125,1.935625,1.445,1.295625,1.1025,0.2575,0.861875,0.99875,0.5875,0.480625,1.343125
302,1.7905,0.112,0.0185,0.002,1.846,1.0505,0.824,0.1765,0.4455,0.2235,0.148,0.1285,0.8725,1.1165,0.3795,0.601,0.9475,1.029,1.0625,1.8485,0.6345,2.7445,1.8485,1.4825,1.3385,0.1185,0.109,0.1095,0.3735,0.4315,0.639,0.8625,1.01,0.6635,0.577,0.6365,1.629,1.5795,0.8315,1.2165,0.194,1.4235,0.882,0.6825,0.7585,1.4065,1.99,1.486,1.333,1.1465,0.276,0.897,1.034,0.605,0.494,1.3865
304,1.876363636,0.106363636,0.02,0.003181818,1.916818182,1.099545455,0.87,0.204090909,0.466363636,0.239090909,0.160454545,0.148636364,0.918636364,1.174090909,0.387727273,0.63,0.991818182,1.068181818,1.114545455,1.936363636,0.674090909,2.865454545,1.915909091,1.552272727,1.401818182,0.112727273,0.111363636,0.104090909,0.385909091,0.457727273,0.653636364,0.891818182,1.051818182,0.683636364,0.599090909,0.666818182,1.692727273,1.655909091,0.873636364,1.279545455,0.204090909,1.483181818,0.932272727,0.716818182,0.801363636,1.461363636,2.079545455,1.557727273,1.396363636,1.21,0.296818182,0.946363636,1.082272727,0.632727273,0.516818182,1.457727273
306,1.904090909,0.1,0.019090909,0.014090909,1.940454545,1.118636364,0.895454545,0.22,0.477272727,0.246363636,0.171818182,0.162727273,0.937727273,1.195909091,0.376363636,0.635,1.000454545,1.076818182,1.136363636,1.96,0.689545455,2.904545455,1.931818182,1.581818182,1.423181818,0.106818182,0.112272727,0.093636364,0.394545455,0.468181818,0.654090909,0.895,1.067272727,0.688181818,0.604090909,0.674545455,1.708181818,1.683636364,0.887272727,1.31,0.219090909,1.504090909,0.954545455,0.729545455,0.819090909,1.476363636,2.118181818,1.586818182,1.426363636,1.243636364,0.315909091,0.966818182,1.105909091,0.645909091,0.52,1.478636364
308,1.866521739,0.090434783,0.013913043,0.033043478,1.909565217,1.099565217,0.890869565,0.213043478,0.469565217,0.250434783,0.176086957,0.176086957,0.921304348,1.176521739,0.353913043,0.616086957,0.964782609,1.050869565,1.120869565,1.909130435,0.676956522,2.826956522,1.882173913,1.553043478,1.394347826,0.095652174,0.105652174,0.080869565,0.38826087,0.454347826,0.624782609,0.873913043,1.053043478,0.674347826,0.589565217,0.664347826,1.671304348,1.649130435,0.879565217,1.287391304,0.213478261,1.47826087,0.940434783,0.714347826,0.801304348,1.441304348,2.08173913,1.550434783,1.400869565,1.229130435,0.318695652,0.943913043,1.083043478,0.626956522,0.504782609,1.448695652
310,1.850909091,0.074090909,-0.001363636,0.036363636,1.911818182,1.099090909,0.892272727,0.199545455,0.473181818,0.255,0.169090909,0.174545455,0.917272727,1.173181818,0.337727273,0.602272727,0.936818182,1.044545455,1.105454545,1.885454545,0.659090909,2.790454545,1.86,1.532727273,1.380454545,0.078181818,0.089090909,0.074090909,0.38,0.439090909,0.607272727,0.860454545,1.050454545,0.668636364,0.58,0.663181818,1.663636364,1.636818182,0.880454545,1.284545455,0.200909091,1.468181818,0.943181818,0.700454545,0.795454545,1.429545455,2.078181818,1.533181818,1.394090909,1.227272727,0.321363636,0.935454545,1.07,0.615454545,0.495454545,1.443636364
312,1.879090909,0.064090909,-0.014545455,0.045909091,1.954545455,1.130909091,0.905909091,0.185909091,0.490454545,0.255909091,0.171363636,0.175,0.930454545,1.195454545,0.329090909,0.608181818,0.932727273,1.062272727,1.105,1.906363636,0.656363636,2.82,1.885454545,1.544545455,1.393636364,0.076363636,0.078181818,0.075454545,0.380909091,0.431818182,0.611363636,0.871363636,1.061363636,0.677727273,0.587727273,0.675454545,1.701818182,1.653636364,0.896363636,1.315909091,0.203181818,1.484545455,0.962727273,0.705,0.81,1.453181818,2.117272727,1.556363636,1.414090909,1.243181818,0.336363636,0.941363636,1.092272727,0.632727273,0.502727273,1.47
314,1.968181818,0.065,-0.009090909,0.061363636,2.049090909,1.200454545,0.940454545,0.181363636,0.516363636,0.259545455,0.19,0.186363636,0.971818182,1.244090909,0.343181818,0.637272727,0.96,1.112272727,1.133181818,1.98,0.661363636,2.927727273,1.975454545,1.590454545,1.451363636,0.102272727,0.078636364,0.089545455,0.400909091,0.436363636,0.654545455,0.916818182,1.104090909,0.718636364,0.608636364,0.7,1.778181818,1.716818182,0.935909091,1.380909091,0.226363636,1.520909091,1,0.736818182,0.841818182,1.508181818,2.201818182,1.603181818,1.465909091,1.285,0.354545455,0.961818182,1.140909091,0.675909091,0.520454545,1.529545455
316,2.085909091,0.066818182,-0.002272727,0.052727273,2.154545455,1.27,0.979090909,0.179090909,0.540909091,0.260454545,0.198636364,0.202272727,1.013636364,1.306818182,0.372272727,0.683636364,1.011818182,1.174545455,1.184090909,2.093636364,0.687727273,3.09,2.094545455,1.675454545,1.539545455,0.127272727,0.08,0.097272727,0.421818182,0.465454545,0.705909091,0.973181818,1.160909091,0.765909091,0.635,0.740454545,1.882727273,1.817727273,0.994545455,1.458181818,0.236818182,1.578636364,1.05,0.782272727,0.881363636,1.586363636,2.318181818,1.676363636,1.537727273,1.342272727,0.361818182,1.005454545,1.199090909,0.720454545,0.543636364,1.617727273
318,2.214545455,0.071818182,-0.000909091,0.027272727,2.266363636,1.338636364,1.010454545,0.198181818,0.561818182,0.263636364,0.203636364,0.206363636,1.057727273,1.375454545,0.414090909,0.727272727,1.071818182,1.26,1.244545455,2.225,0.723181818,3.282272727,2.221818182,1.775454545,1.638181818,0.141818182,0.085909091,0.111363636,0.44,0.500454545,0.777727273,1.031363636,1.218636364,0.804545455,0.67,0.787727273,1.996363636,1.938181818,1.051363636,1.55,0.244545455,1.648181818,1.111818182,0.819545455,0.924545455,1.685454545,2.463181818,1.775454545,1.62,1.41,0.373636364,1.059545455,1.27,0.764545455,0.575909091,1.724090909
320,2.251363636,0.085454545,0.010454545,0.027272727,2.29,1.351363636,1.008181818,0.222727273,0.565909091,0.267727273,0.222727273,0.212272727,1.069545455,1.389090909,0.436818182,0.735909091,1.082727273,1.291818182,1.26,2.257727273,0.740454545,3.318636364,2.246363636,1.800909091,1.658181818,0.146818182,0.098636364,0.123636364,0.443636364,0.516363636,0.807727273,1.051818182,1.219545455,0.806363636,0.675,0.795,2.020909091,1.965,1.060454545,1.568636364,0.246363636,1.66,1.121818182,0.827272727,0.931363636,1.708181818,2.493636364,1.8,1.64,1.415,0.380454545,1.073636364,1.285454545,0.774545455,0.585,1.747727273
322,2.18826087,0.093043478,0.012173913,0.023913043,2.225652174,1.301304348,0.965217391,0.229130435,0.545217391,0.262173913,0.227391304,0.202173913,1.036956522,1.342173913,0.442608696,0.711304348,1.057391304,1.269565217,1.233913043,2.2,0.729130435,3.232608696,2.189130435,1.763043478,1.616086957,0.138695652,0.109565217,0.126086957,0.435217391,0.506086957,0.804347826,1.029565217,1.175652174,0.774782609,0.654347826,0.776521739,1.964347826,1.915652174,1.033913043,1.52826087,0.246086957,1.627826087,1.075652174,0.800869565,0.900869565,1.671304348,2.429565217,1.754347826,1.603043478,1.376086957,0.376086957,1.053478261,1.243913043,0.749130435,0.571304348,1.707391304
324,2.096363636,0.092727273,-0.003636364,0.015909091,2.141818182,1.228181818,0.906363636,0.21,0.518636364,0.255909091,0.208181818,0.180909091,0.983636364,1.279545455,0.448181818,0.686818182,1.045,1.241818182,1.205454545,2.14,0.723636364,3.131818182,2.128636364,1.722727273,1.573636364,0.130909091,0.115909091,0.13,0.425454545,0.504090909,0.785909091,1.001363636,1.135909091,0.744090909,0.63,0.752272727,1.891363636,1.856818182,0.994545455,1.476363636,0.239545455,1.595,1.030909091,0.765909091,0.862272727,1.622727273,2.354090909,1.708636364,1.548636364,1.333181818,0.366818182,1.033636364,1.204545455,0.72,0.567272727,1.665454545
326,2.018181818,0.095,-0.026363636,0.015454545,2.080909091,1.17,0.855909091,0.199545455,0.495,0.248181818,0.189090909,0.149090909,0.937272727,1.220454545,0.445,0.668636364,1.036818182,1.220909091,1.181818182,2.095909091,0.72,3.045,2.089545455,1.671363636,1.535,0.122727273,0.115,0.139090909,0.413181818,0.485454545,0.767272727,0.981363636,1.108636364,0.719545455,0.625454545,0.743636364,1.837727273,1.816363636,0.971363636,1.431363636,0.234090909,1.574545455,1.008181818,0.743181818,0.841818182,1.583181818,2.292272727,1.672727273,1.497272727,1.302727273,0.369545455,1.020454545,1.182272727,0.700454545,0.581818182,1.647272727
328,1.982272727,0.095,-0.044090909,0.03,2.049090909,1.144545455,0.827727273,0.188181818,0.475909091,0.229090909,0.18,0.130454545,0.903636364,1.171818182,0.433636364,0.66,1.030454545,1.196818182,1.170909091,2.068636364,0.725454545,2.991363636,2.066818182,1.632272727,1.513181818,0.115454545,0.118181818,0.140909091,0.4,0.479090909,0.735454545,0.975,1.102272727,0.702272727,0.640909091,0.754090909,1.818181818,1.815454545,0.977727273,1.395454545,0.24,1.567727273,1.004545455,0.75,0.846818182,1.552727273,2.246818182,1.653181818,1.465909091,1.291818182,0.375454545,1.019090909,1.177272727,0.690454545,0.593181818,1.640909091
330,1.985,0.09,-0.045454545,0.035,2.058636364,1.150454545,0.835,0.180909091,0.470909091,0.213181818,0.171363636,0.125454545,0.897727273,1.15,0.43,0.663181818,1.041818182,1.180454545,1.183181818,2.074545455,0.737727273,3.016363636,2.074545455,1.635454545,1.520909091,0.114545455,0.115454545,0.131818182,0.391818182,0.48,0.722272727,0.977272727,1.117727273,0.703181818,0.658636364,0.776363636,1.836818182,1.844090909,0.991818182,1.398181818,0.255454545,1.578181818,1.022727273,0.77,0.872272727,1.563181818,2.261363636,1.661363636,1.469090909,1.321363636,0.375909091,1.022727273,1.186818182,0.688636364,0.605,1.668181818
332,2.006363636,0.090909091,-0.033636364,0.050909091,2.084090909,1.170454545,0.858181818,0.192272727,0.478181818,0.214545455,0.170909091,0.137727273,0.907727273,1.149090909,0.433636364,0.665454545,1.06,1.166363636,1.194545455,2.089545455,0.751363636,3.050909091,2.084545455,1.648181818,1.525454545,0.117272727,0.105,0.118181818,0.379090909,0.487272727,0.713636364,0.985454545,1.141363636,0.713636364,0.666363636,0.794090909,1.867272727,1.870909091,0.994090909,1.405,0.271363636,1.584090909,1.047727273,0.789090909,0.899090909,1.579545455,2.295,1.672727273,1.474090909,1.347727273,0.373636364,1.018181818,1.195454545,0.695454545,0.613181818,1.705
334,2.002727273,0.102272727,-0.026818182,0.06,2.080909091,1.173636364,0.864090909,0.212727273,0.485,0.22,0.179090909,0.150909091,0.913181818,1.153181818,0.423636364,0.658181818,1.043181818,1.141363636,1.185,2.063636364,0.75,3.026363636,2.062272727,1.632727273,1.499545455,0.114545455,0.092727273,0.107727273,0.365909091,0.481818182,0.7,0.972727273,1.139090909,0.707727273,0.654545455,0.799090909,1.869545455,1.863181818,0.983181818,1.390909091,0.271818182,1.568181818,1.037272727,0.790454545,0.901363636,1.571363636,2.285454545,1.662727273,1.462272727,1.342272727,0.38,0.993636364,1.185454545,0.691363636,0.596363636,1.703636364
336,1.965652174,0.104782609,-0.02,0.06,2.035652174,1.159565217,0.856521739,0.216956522,0.484782609,0.22,0.189130435,0.164782609,0.909565217,1.147391304,0.401304348,0.639565217,1.014782609,1.102608696,1.15,1.998695652,0.729130435,2.953043478,2.005217391,1.593478261,1.453913043,0.110869565,0.088695652,0.107391304,0.352173913,0.477826087,0.677391304,0.942173913,1.115652174,0.693043478,0.630434783,0.776086957,1.829130435,1.816956522,0.946956522,1.359565217,0.264782609,1.53173913,1.000434783,0.771304348,0.876521739,1.527826087,2.23173913,1.633478261,1.432608696,1.305652174,0.36826087,0.957391304,1.150434783,0.666086957,0.556086957,1.660434783
338,1.899090909,0.108636364,-0.004545455,0.055454545,1.971818182,1.128636364,0.842727273,0.216363636,0.487272727,0.224090909,0.196363636,0.177272727,0.9,1.129090909,0.370454545,0.615,0.978181818,1.052727273,1.097272727,1.920909091,0.693181818,2.851818182,1.930909091,1.538636364,1.390454545,0.110454545,0.080909091,0.095909091,0.334090909,0.458636364,0.654090909,0.902727273,1.067727273,0.672727273,0.590909091,0.729545455,1.759090909,1.737727273,0.890909091,1.317727273,0.258181818,1.483636364,0.954090909,0.735909091,0.836363636,1.47,2.154090909,1.579090909,1.384090909,1.258181818,0.348181818,0.918636364,1.101818182,0.637272727,0.522272727,1.617272727
340,1.817391304,0.104347826,-0.004782609,0.04173913,1.884347826,1.078695652,0.815217391,0.200869565,0.470869565,0.222173913,0.186521739,0.175652174,0.863478261,1.097826087,0.33826087,0.59173913,0.924782609,1.02,1.040434783,1.84,0.653478261,2.723478261,1.85,1.475217391,1.329130435,0.107826087,0.073913043,0.090434783,0.322173913,0.444347826,0.633913043,0.862608696,1.012173913,0.645652174,0.550434783,0.680869565,1.669130435,1.655652174,0.833913043,1.245652174,0.230869565,1.417391304,0.893478261,0.687391304,0.773913043,1.380434783,2.040869565,1.504347826,1.314782609,1.185652174,0.323043478,0.880434783,1.048695652,0.614782609,0.494347826,1.562608696
342,1.739545455,0.096818182,-0.028636364,0.013636364,1.79,1.025909091,0.78,0.175909091,0.442272727,0.207272727,0.166363636,0.159545455,0.816818182,1.061363636,0.303181818,0.568636364,0.87,0.998636364,0.991818182,1.765454545,0.621363636,2.610454545,1.774545455,1.420454545,1.278636364,0.105,0.067727273,0.093181818,0.312727273,0.432272727,0.613636364,0.827727273,0.962727273,0.615,0.517272727,0.641818182,1.59,1.595454545,0.786363636,1.178181818,0.195909091,1.361363636,0.846818182,0.650454545,0.723181818,1.3,1.934545455,1.435454545,1.255909091,1.121818182,0.303636364,0.849545455,1.011818182,0.593636364,0.470454545,1.512272727
344,1.685454545,0.081818182,-0.046363636,-0.008181818,1.714545455,0.984545455,0.753636364,0.150454545,0.411363636,0.185,0.146818182,0.140909091,0.772272727,1.024545455,0.278636364,0.546363636,0.835454545,0.980909091,0.960454545,1.72,0.595,2.538636364,1.707727273,1.385,1.247272727,0.103636364,0.075,0.093636364,0.306363636,0.421818182,0.599545455,0.808636364,0.931818182,0.591818182,0.506818182,0.615,1.543636364,1.559545455,0.758181818,1.137727273,0.177272727,1.325454545,0.828636364,0.627272727,0.699545455,1.255909091,1.867272727,1.383181818,1.217272727,1.086818182,0.287727273,0.837272727,0.990454545,0.575454545,0.456363636,1.484545455
346,1.639545455,0.072272727,-0.052272727,-0.022727273,1.648636364,0.945909091,0.726818182,0.133636364,0.382727273,0.167272727,0.130454545,0.14,0.735454545,0.995,0.264090909,0.520909091,0.809545455,0.962727273,0.939545455,1.676363636,0.575909091,2.473636364,1.638636364,1.353636364,1.214090909,0.111818182,0.085,0.089545455,0.300454545,0.403181818,0.581818182,0.789090909,0.908636364,0.570909091,0.498181818,0.607727273,1.519090909,1.533181818,0.740909091,1.109090909,0.175454545,1.301818182,0.806363636,0.605454545,0.688636364,1.237727273,1.805909091,1.328636364,1.176818182,1.073636364,0.284545455,0.828181818,0.969545455,0.568181818,0.465454545,1.491818182
348,1.607272727,0.06,-0.053636364,-0.022272727,1.601818182,0.918636364,0.712272727,0.119090909,0.366363636,0.161818182,0.119545455,0.142727273,0.717272727,0.971363636,0.273636364,0.516818182,0.806363636,0.956363636,0.938636364,1.654090909,0.577272727,2.442272727,1.613181818,1.345,1.2,0.124090909,0.093636364,0.110454545,0.307727273,0.401818182,0.582727273,0.783636364,0.903636364,0.57,0.488181818,0.602727273,1.507727273,1.515909091,0.725909091,1.093181818,0.181818182,1.287272727,0.787272727,0.593181818,0.688636364,1.227272727,1.766818182,1.297727273,1.155,1.068636364,0.293181818,0.824090909,0.955,0.561818182,0.475,1.506818182
350,1.575,0.056363636,-0.048636364,-0.015454545,1.558636364,0.896363636,0.695909091,0.111363636,0.363181818,0.158636364,0.108636364,0.152272727,0.705909091,0.952272727,0.279090909,0.515,0.807272727,0.939545455,0.932727273,1.635,0.583636364,2.416363636,1.601363636,1.337727273,1.180909091,0.135909091,0.097272727,0.136363636,0.314090909,0.395454545,0.588636364,0.79,0.894545455,0.571818182,0.477727273,0.584545455,1.491818182,1.494090909,0.709090909,1.102272727,0.200454545,1.284090909,0.787727273,0.59,0.699090909,1.227272727,1.751363636,1.274090909,1.150909091,1.073181818,0.309090909,0.827272727,0.944090909,0.553181818,0.479545455,1.534090909
352,1.539090909,0.062727273,-0.034090909,-0.004090909,1.522272727,0.877727273,0.679545455,0.110909091,0.367727273,0.149090909,0.109545455,0.157272727,0.694545455,0.929090909,0.273636364,0.501363636,0.796363636,0.911818182,0.918181818,1.607272727,0.576363636,2.370454545,1.58,1.310454545,1.151818182,0.132727273,0.093636364,0.137727273,0.31,0.377727273,0.580909091,0.781363636,0.873181818,0.564545455,0.483636364,0.567727273,1.464545455,1.475454545,0.703636364,1.101818182,0.205454545,1.269545455,0.779090909,0.571818182,0.689090909,1.207727273,1.728636364,1.245909091,1.133636364,1.066363636,0.309545455,0.818636364,0.924545455,0.526363636,0.478181818,1.546363636
354,1.490869565,0.069130435,-0.024782609,0.000869565,1.47173913,0.851304348,0.655217391,0.114347826,0.366086957,0.136521739,0.113913043,0.157826087,0.67826087,0.893043478,0.257391304,0.473913043,0.760869565,0.866521739,0.883913043,1.539130435,0.553478261,2.287826087,1.527826087,1.252173913,1.099130435,0.113478261,0.074347826,0.12173913,0.28826087,0.349130435,0.556521739,0.748695652,0.830869565,0.536521739,0.486956522,0.549130435,1.416521739,1.454347826,0.69173913,1.066956522,0.194782609,1.237391304,0.754782609,0.548695652,0.656521739,1.16173913,1.673913043,1.195217391,1.098695652,1.038695652,0.297391304,0.793478261,0.890434783,0.497391304,0.476521739,1.542608696
356,1.421818182,0.069545455,-0.019090909,0.005909091,1.402272727,0.809090909,0.625454545,0.111818182,0.358181818,0.13,0.116363636,0.142272727,0.654090909,0.838636364,0.242727273,0.451363636,0.706363636,0.816818182,0.834545455,1.455454545,0.521363636,2.179090909,1.456818182,1.181818182,1.036363636,0.085454545,0.052727273,0.103636364,0.263181818,0.33,0.526363636,0.708181818,0.781363636,0.499545455,0.470454545,0.508181818,1.336363636,1.408181818,0.658181818,1.009090909,0.182727273,1.183181818,0.727727273,0.523181818,0.616818182,1.088636364,1.597272727,1.132727273,1.051818182,0.990909091,0.285909091,0.756363636,0.855,0.465909091,0.461363636,1.516363636
358,1.336086957,0.076521739,-0.013478261,0.00173913,1.325652174,0.762173913,0.589565217,0.113478261,0.343913043,0.12,0.119130435,0.120869565,0.616956522,0.792173913,0.225652174,0.420869565,0.63826087,0.763043478,0.773913043,1.353913043,0.480869565,2.052173913,1.365652174,1.097391304,0.968695652,0.06,0.036086957,0.077826087,0.239565217,0.304782609,0.483913043,0.656956522,0.729565217,0.454782609,0.443478261,0.470869565,1.251304348,1.357391304,0.61826087,0.943478261,0.159565217,1.119130435,0.688695652,0.497826087,0.56826087,1.013043478,1.505217391,1.057826087,0.986956522,0.927826087,0.268695652,0.707826087,0.814347826,0.44173913,0.437391304,1.486521739
360,1.252272727,0.083636364,-0.015454545,-0.005,1.253181818,0.716363636,0.554545455,0.109090909,0.323181818,0.103181818,0.124090909,0.097272727,0.576818182,0.745,0.215,0.388181818,0.584090909,0.714090909,0.718636364,1.258181818,0.44,1.936363636,1.278636364,1.015909091,0.903181818,0.039545455,0.028181818,0.054090909,0.219545455,0.275,0.436363636,0.605909091,0.688181818,0.418181818,0.422272727,0.445,1.184545455,1.324545455,0.590909091,0.879545455,0.141363636,1.063181818,0.642272727,0.469545455,0.524545455,0.946818182,1.410454545,0.991818182,0.917727273,0.871818182,0.249545455,0.662272727,0.777272727,0.417272727,0.419090909,1.466363636
362,1.190434783,0.080434783,-0.018695652,-0.013913043,1.205217391,0.680869565,0.533913043,0.094347826,0.303913043,0.09173913,0.123043478,0.080434783,0.546086957,0.71173913,0.223913043,0.376956522,0.563478261,0.689130435,0.686521739,1.203478261,0.418695652,1.880434783,1.23173913,0.968695652,0.866521739,0.039130435,0.034347826,0.05173913,0.226086957,0.257826087,0.418695652,0.577391304,0.669565217,0.403043478,0.397391304,0.433478261,1.149565217,1.313913043,0.57826087,0.834347826,0.14173913,1.035652174,0.611304348,0.452173913,0.504782609,0.909130435,1.344347826,0.953478261,0.874347826,0.837826087,0.236956522,0.638695652,0.756086957,0.409130435,0.415652174,1.482608696
364,1.142272727,0.076363636,-0.012727273,-0.015,1.168636364,0.654545455,0.523181818,0.082272727,0.295,0.092727273,0.125909091,0.066363636,0.525454545,0.693181818,0.237727273,0.374545455,0.550909091,0.673636364,0.663636364,1.171818182,0.405454545,1.845909091,1.210454545,0.945909091,0.849090909,0.041818182,0.045,0.053636364,0.240454545,0.251818182,0.413636364,0.555909091,0.654545455,0.399090909,0.365909091,0.419090909,1.118181818,1.304545455,0.56,0.801818182,0.139545455,1.014090909,0.587727273,0.435909091,0.493181818,0.875454545,1.294545455,0.923181818,0.838181818,0.813636364,0.228181818,0.624090909,0.741363636,0.398181818,0.413636364,1.520454545
366,1.119130435,0.073913043,-0.009130435,-0.011304348,1.144782609,0.652608696,0.518695652,0.081304348,0.29826087,0.103913043,0.123478261,0.064782609,0.517391304,0.693043478,0.241304348,0.366086957,0.547391304,0.66,0.656521739,1.15826087,0.406086957,1.844782609,1.213913043,0.94,0.84,0.048695652,0.053478261,0.055652174,0.255217391,0.247391304,0.416086957,0.544782609,0.640869565,0.405652174,0.352608696,0.413478261,1.114347826,1.324347826,0.552608696,0.776521739,0.119130435,0.994782609,0.567391304,0.419565217,0.477826087,0.85,1.26,0.89826087,0.81173913,0.802608696,0.218695652,0.613913043,0.723478261,0.378695652,0.419130435,1.583478261
368,1.110454545,0.067727273,-0.01,-0.005454545,1.126363636,0.654090909,0.515909091,0.080454545,0.300454545,0.111818182,0.110909091,0.065,0.513636364,0.689545455,0.235,0.359545455,0.551818182,0.648181818,0.653636364,1.155,0.410909091,1.855909091,1.225909091,0.931818182,0.828636364,0.054545455,0.054090909,0.056363636,0.256363636,0.245454545,0.420454545,0.538181818,0.635,0.412272727,0.348636364,0.412272727,1.114090909,1.359545455,0.554545455,0.764090909,0.115,0.988181818,0.56,0.410909091,0.474545455,0.834090909,1.243636364,0.884090909,0.8,0.811363636,0.215909091,0.615,0.725454545,0.366363636,0.432727273,1.650454545
370,1.094782609,0.059565217,-0.01,-0.005217391,1.103913043,0.646521739,0.506521739,0.076521739,0.292608696,0.112608696,0.093478261,0.065652174,0.506086957,0.679565217,0.219130435,0.349130435,0.542173913,0.629130435,0.640434783,1.135217391,0.407391304,1.852608696,1.224347826,0.911304348,0.812173913,0.056521739,0.039565217,0.048695652,0.247391304,0.23826087,0.419565217,0.520434783,0.621304348,0.398695652,0.353043478,0.407826087,1.11,1.392173913,0.553478261,0.75,0.107391304,0.983043478,0.556521739,0.401304348,0.463913043,0.815652174,1.227826087,0.866956522,0.790869565,0.826086957,0.20826087,0.619565217,0.732173913,0.361304348,0.44173913,1.710869565
372,1.074090909,0.055,-0.008636364,-0.003636364,1.077272727,0.635454545,0.489545455,0.084090909,0.285,0.120909091,0.084090909,0.07,0.494545455,0.666363636,0.204090909,0.335,0.521363636,0.606363636,0.622727273,1.101363636,0.397727273,1.833636364,1.212727273,0.885454545,0.793181818,0.051363636,0.023636364,0.040454545,0.234090909,0.233181818,0.411363636,0.500909091,0.6,0.380454545,0.351818182,0.395454545,1.099090909,1.412272727,0.538181818,0.728636364,0.095,0.967272727,0.547727273,0.390909091,0.444090909,0.791818182,1.198181818,0.846363636,0.774090909,0.836363636,0.2,0.622272727,0.734090909,0.355,0.445454545,1.766818182
374,1.04,0.055217391,-0.005217391,-0.00173913,1.047391304,0.615652174,0.462608696,0.097826087,0.269565217,0.124782609,0.078695652,0.083043478,0.48,0.641304348,0.192608696,0.315652174,0.493913043,0.584347826,0.599130435,1.060869565,0.38173913,1.802608696,1.186521739,0.846956522,0.761304348,0.044782609,0.009565217,0.040869565,0.225217391,0.229130435,0.397826087,0.47826087,0.577826087,0.359130435,0.349565217,0.379130435,1.085652174,1.429565217,0.520869565,0.700869565,0.09,0.943478261,0.532608696,0.374347826,0.41826087,0.767391304,1.155652174,0.825217391,0.754782609,0.842608696,0.194347826,0.616086957,0.729565217,0.34826087,0.451304348,1.819565217
376,1.007272727,0.055454545,-0.001818182,0.001818182,1.019545455,0.591363636,0.446363636,0.100909091,0.25,0.118636364,0.074545455,0.094545455,0.465,0.618181818,0.186818182,0.304090909,0.470909091,0.567272727,0.578181818,1.027272727,0.364090909,1.777727273,1.168636364,0.813636364,0.734090909,0.039545455,9.46E-19,0.047272727,0.222272727,0.227727273,0.392727273,0.461363636,0.559545455,0.34,0.345,0.363636364,1.070909091,1.451818182,0.504545455,0.684090909,0.099090909,0.932272727,0.520454545,0.364545455,0.406363636,0.750909091,1.126818182,0.810454545,0.742272727,0.855454545,0.193181818,0.616363636,0.738181818,0.350454545,0.457272727,1.876818182
378,0.972173913,0.057826087,-0.000434783,0.005217391,0.992608696,0.572608696,0.434347826,0.093043478,0.232608696,0.110434783,0.081304348,0.101304348,0.449565217,0.598695652,0.187391304,0.294347826,0.45173913,0.553913043,0.559565217,0.994347826,0.35,1.767826087,1.16,0.796521739,0.714347826,0.03826087,0.002173913,0.055652174,0.233043478,0.225217391,0.389565217,0.453913043,0.538695652,0.325217391,0.341304348,0.35173913,1.067826087,1.484347826,0.49173913,0.668695652,0.097391304,0.923913043,0.503043478,0.356521739,0.397826087,0.739565217,1.096956522,0.794782609,0.724347826,0.869130435,0.185652174,0.616086957,0.740869565,0.348695652,0.460434783,1.943043478
380,0.939090909,0.057272727,-0.001363636,0.005909091,0.961818182,0.555909091,0.419545455,0.089090909,0.222727273,0.108181818,0.090909091,0.104545455,0.434545455,0.575,0.190909091,0.290909091,0.440454545,0.544545455,0.550454545,0.970454545,0.346363636,1.775,1.162272727,0.784090909,0.704545455,0.039545455,0.017272727,0.066363636,0.248181818,0.228636364,0.393181818,0.452272727,0.521818182,0.323636364,0.326818182,0.338181818,1.065,1.515454545,0.474090909,0.648636364,0.090454545,0.907727273,0.479545455,0.345454545,0.387727273,0.729090909,1.06,0.772272727,0.697272727,0.871363636,0.178181818,0.608636364,0.743181818,0.339545455,0.465454545,2.014090909
